timestamp,humidity,temperature,weight,flow_processed
2017-01-01,0.931569239492595,0.0742717246740797,0.7690695541498258,0
2017-01-02,0.9457101444633078,0.12947696632778855,0.7692068168183523,0
2017-01-03,0.9145512348249467,0.16585081966294474,0.768954109631575,0
2017-01-04,0.9127147463617247,0.18516705733413016,0.7683285609179243,0
2017-01-05,0.7508548480092254,0.14202563960823505,0.7685144211239324,0
2017-01-06,0.9216983247381407,0.049512442613316276,0.7636877503840319,0
2017-01-07,0.8742659384776363,0.0,0.7650345371925417,0
2017-01-08,0.894519363208303,0.12909702222281838,0.7688950082595016,0
2017-01-09,0.8951987037808173,0.18254686114140684,0.768437584281035,0
2017-01-10,0.8222716935199725,0.19340023637031875,0.7678028136892258,0
2017-01-11,0.8511323232646788,0.21417053682535306,0.7663567576217921,0
2017-01-12,0.7844168081403422,0.2763150123993041,0.7655766792086589,0
2017-01-13,0.7159249975976172,0.24928947434111917,0.7635827419883002,0
2017-01-14,0.7994305017243772,0.20604305101019976,0.7621415842215545,0
2017-01-15,0.8344010591840447,0.19486744424041258,0.7632065371167794,0
2017-01-16,0.8914202889266154,0.16141294680635776,0.7613027110228165,0
2017-01-17,0.8407286695068179,0.14894456732988584,0.762860191541437,0
2017-01-18,0.8157404144911755,0.17731254196928625,0.7606095908534595,0
2017-01-19,0.8975557085962613,0.17769093216691934,0.7572633017236124,0
2017-01-20,0.7922786070448551,0.24439414986206398,0.756101562616363,0
2017-01-21,0.7698195276380839,0.23579757188047132,0.7559676733703745,0
2017-01-22,0.826630684305498,0.21720882539527075,0.7558447301720221,0
2017-01-23,0.9464095048955237,0.14583927944800384,0.7561142510465176,0
2017-01-24,0.9404916343679595,0.14792557195201836,0.7555968049247368,0
2017-01-25,0.9166653320093532,0.22178940085379695,0.7559567698198603,0
2017-01-26,0.8122131821433536,0.30568937204570024,0.7544339477381135,0
2017-01-27,0.8955830850870732,0.2917126107417214,0.7521942212573778,0
2017-01-28,0.9510874787789487,0.26054330201909437,0.7524778724290859,0
2017-01-29,1.0,0.28320749486353286,0.7513734730865045,0
2017-01-30,0.9552342590516458,0.35646926876754914,0.7514776537999531,0
2017-01-31,0.9351663516875413,0.41075638589851526,0.750760308240215,0
2017-02-01,0.9153373479825324,0.409901359416983,0.7501379710957478,0
2017-02-02,0.9174194133914182,0.41445281778865994,0.7499083975277122,0
2017-02-03,0.952201917635628,0.4625131687257752,0.7488150261915383,0
2017-02-04,0.9113400493289339,0.46226967489724236,0.7471575640810976,0
2017-02-05,0.9355574062803635,0.48061775752628333,0.7451820352028371,0
2017-02-06,0.9172859476600788,0.4579904456262125,0.7433689637633208,0
2017-02-07,0.9191397866683755,0.4558280064203746,0.7425767433117598,0
2017-02-08,0.923153101209734,0.4104264389914657,0.7401775969255437,0
2017-02-09,0.8939334486477255,0.32486641946102157,0.7392311584201459,0
