timestamp,flow,humidity,temperature,weight
2017-01-01,-6,92.05894736842107,-0.08215962748876039,52.661690488889086
2017-01-02,-9,92.79472222222222,1.8255784118357494,52.67111111111146
2017-01-03,-7,91.17347222222223,3.082556582125603,52.65376729166613
2017-01-04,-21,91.07791666666667,3.7500714824879275,52.610834583332185
2017-01-05,-12,82.65607638888889,2.2592253019323634,52.623590555555126
2017-01-06,-13,91.54534722222223,-0.9377708484299521,52.292326111110995
2017-01-07,-6,89.07736111111109,-2.648781748188407,52.384758888888356
2017-01-08,-10,90.13118055555555,1.8124486111111113,52.649711041666755
2017-01-09,-20,90.16652777777777,3.6595248641304345,52.618317083332386
2017-01-10,-21,86.3720138888889,4.0345870169082145,52.574751458334
2017-01-11,-14,87.87368055555557,4.75235024154589,52.47550562499933
2017-01-12,-22,84.40236111111112,6.899888707729463,52.42196722222137
2017-01-13,-28,80.83861805555556,5.965962047101431,52.285119166666554
2017-01-14,-23,85.1835486111111,4.471487167874395,52.18620951388856
2017-01-15,-32,87.00312500000001,4.085289598429952,52.25929944444452
2017-01-16,-27,89.96993055555556,2.9291961654589382,52.12863590277773
2017-01-17,-24,87.33236111111113,2.4983240036231895,52.235529027777595
2017-01-18,-27,86.03218055555557,3.4786415006038633,52.08106562500076
2017-01-19,-40,90.28916666666667,3.4917176026570047,51.85140284722216
2017-01-20,-58,84.8114236111111,5.796793387681161,51.77167027777824
2017-01-21,-33,83.64284027777778,5.499719806763288,51.762481180555845
2017-01-22,-32,86.59881944444443,4.857344957729465,51.75404333333257
2017-01-23,-22,92.83111111111111,2.3910139794685947,51.772541111110904
2017-01-24,-26,92.52319444444441,2.4631103864734296,51.73702770833318
2017-01-25,-36,91.2834722222222,5.015636775362323,51.76173284722255
2017-01-26,-89,85.84865277777779,7.914984042874398,51.65721840277806
2017-01-27,-52,90.18652777777777,7.43198644323672,51.50350131944476
2017-01-28,-32,93.07451388888889,6.3548627113526495,51.52296888888866
2017-01-29,-38,95.61951388888889,7.138073535628007,51.44717166666665
2017-01-30,-59,93.29027777777777,9.66979459541063,51.45432180555577
2017-01-31,-88,92.24611111111112,11.545804830917888,51.40508888888783
2017-02-01,-121,91.214375,11.516257518115948,51.36237659722172
2017-02-02,-98,91.32270833333335,11.673543131038658,51.34662048611067
2017-02-03,-205,93.1325,13.33437382246378,51.271580138888574
2017-02-04,-196,91.00638888888886,13.32595935990338,51.15782506944424
2017-02-05,-350,92.26645833333333,13.960017542270549,51.02224041666683
2017-02-06,-163,91.31576388888887,13.178081219806765,50.897805555555664
2017-02-07,-244,91.41222222222223,13.103353396739143,50.84343381944484
2017-02-08,-202,91.62104166666667,11.534402792874392,50.67877541666629
2017-02-09,-22,90.10069444444444,8.577688919082116,50.61381937499984
2017-02-10,-37,90.22208333333334,9.825184797705319,50.570086944445
2017-02-11,-336,92.74763888888889,11.884489341787434,50.44206895833434
2017-02-12,-67,93.3114583333333,9.871825875603877,50.37840319444437
2017-02-13,-423,88.40116666666667,12.872558318236711,50.21208486111135
2017-02-14,-479,87.62848611111112,12.09538860205314,50.07613048611093
2017-02-15,-285,86.88378472222222,10.318743900966188,50.012841319444405
2017-02-16,-84,88.35095138888887,10.193805691425121,49.916334027777864
2017-02-17,-59,88.26125000000002,10.494512817029,49.97384798611173
2017-02-18,-94,88.64270833333336,10.449029423309174,49.95848416666793
2017-02-19,-76,89.65784722222223,9.178930253623205,49.92752361111173
2017-02-20,-41,89.29090277777776,11.09145259661835,49.883870972221956
2017-02-21,-444,92.61104166666668,13.718310537439617,49.88130034722194
2017-02-22,-72,91.62465277777778,13.331340277777782,49.807223333333724
2017-02-23,-293,84.51845138888889,13.66704808272946,49.72004104166646
2017-02-24,-44,73.23195833333334,10.198873746980672,49.57897201388843
2017-02-25,-26,82.89356250000002,9.172829589371986,49.56743791666672
2017-02-26,70,77.23838888888888,12.60358337862319,49.43974409722212
2017-02-27,-386,75.81672916666668,16.13616576086957,49.25202361111183
2017-02-28,-28,81.14340277777778,10.659617149758468,49.1913071527768
2017-03-01,-16,81.48640972222223,9.298151479468595,49.16090222222132
2017-03-02,-9,72.08386111111112,11.019280706521746,49.109659444444475
2017-03-03,-218,72.54627777777776,11.576255268719796,49.054111736111956
2017-03-04,-1647,75.9237777777778,13.96123932669083,48.94353020833258
2017-03-05,-125,76.15171527777777,13.079030495169098,48.83714923611067
2017-03-06,-12,83.55777777777779,10.354058680555557,48.83859944444429
2017-03-07,-25,85.71404166666667,10.255223897946859,48.78578868055554
2017-03-08,-31,84.96403472222222,9.77631243961352,48.809499444444555
2017-03-09,-188,87.45196527777779,13.929083756038642,48.77778701388891
2017-03-10,-706,78.58217361111112,13.229694972826097,48.61769083333316
2017-03-11,-849,81.36616666666667,12.255011624396138,48.59661798611101
2017-03-12,-1374,78.1363888888889,12.799247146739134,48.44709354166678
2017-03-13,-1543,78.90818055555555,12.64503117451689,48.44515888888906
2017-03-14,-3123,79.6541111111111,14.358208997584535,48.43288319444453
2017-03-15,-3779,84.38550694444443,16.305860929951663,48.64538631944465
2017-03-16,-3180,86.82486805555556,17.97445307971015,48.81868458333276
2017-03-17,-1263,80.96656250000001,16.99588574879227,49.09600805555498
2017-03-18,-2,86.136375,15.6010108695652,49.03837909722241
2017-03-19,-894,89.90055555555556,18.24947584541061,49.02863479166688
2017-03-20,-1284,80.17863194444443,18.09347584541064,48.94443326388838
2017-03-21,-888,81.3509375,17.197906521739117,48.849176458333176
2017-03-22,-402,85.96333333333332,16.1752302838164,48.695485452778385
