timestamp,humidity,temperature,weight,flow_processed
2017-01-01,0.9902015503875953,0.5126885763541693,0.5569825976524162,0
2017-01-02,0.9940315972222227,0.46121815107027775,0.5561183045742296,0
2017-01-03,0.9920173611111114,0.5299349348738112,0.557343610204586,0
2017-01-04,0.9864614583333342,0.4942278160141501,0.5547485285439494,0
2017-01-05,0.9829194444444437,0.3554589925602383,0.5501226173386563,0
2017-01-06,0.9819954861111112,0.24401573956450684,0.5508110278360419,0
2017-01-07,0.980536111111112,0.32361058161215783,0.5549725708756204,0
2017-01-08,0.9861937499999999,0.3961834709535459,0.5547871299649954,0
2017-01-09,0.9916930555555552,0.35501885122106913,0.5537334936769535,0
2017-01-10,0.9957135416666663,0.3422454484738675,0.5538146612110989,0
2017-01-11,0.9896406249999985,0.39639625327580125,0.5537181227071938,0
2017-01-12,0.9960739583333336,0.45963444507305823,0.5531407706955306,0
2017-01-13,0.9977298611111121,0.34063422194927695,0.5522402628499445,0
2017-01-14,0.9993458333333347,0.31888582753732525,0.5524905619587819,0
2017-01-15,0.9991434027777768,0.35167639982788246,0.551150700434209,0
2017-01-16,0.9989611111111112,0.29299399491207,0.5488130737792556,0
2017-01-17,0.9985430555555574,0.2682980125450741,0.5514443459816978,0
2017-01-18,1.0,0.28182156227536437,0.5509188153368496,0
2017-01-19,0.9968274305555542,0.2908543504493889,0.5509447978223642,0
2017-01-20,0.9996302083333343,0.3263099915604848,0.5509358761255306,0
2017-01-21,0.9963062500000015,0.40595902421394775,0.5506974239845897,0
2017-01-22,1.0,0.4274078735038176,0.5490937767118695,0
2017-01-23,1.0,0.35073680684117436,0.54892842595505,0
2017-01-24,1.0,0.39902869887538994,0.5492381156645492,0
2017-01-25,1.0,0.4786834805636186,0.5471119405187312,0
2017-01-26,0.8076388888888889,0.43455297121512676,0.5478953296287271,0
2017-01-27,0.044382638888888826,0.360008128931051,0.5465397833325892,0
2017-01-28,0.9999635416666666,0.3328892345718101,0.5450171037638085,0
2017-01-29,0.9609506944444444,0.4113667908333441,0.5477958043090936,0
2017-01-30,1.0,0.47510377092797457,0.5463656787970904,0
2017-01-31,0.999076041666666,0.4428418206832513,0.5468832549840835,0
2017-02-01,0.9965892361111084,0.4375088255337696,0.5460091095293458,0
2017-02-02,0.8571902777777782,0.4596238995063276,0.5459254680516745,0
2017-02-03,0.0,0.39796992397564845,0.5462924505245892,0
2017-02-04,0.0,0.4633151880415721,0.5466298034207947,0
2017-02-05,0.0,0.4640646036385807,0.5452001717857249,0
2017-02-06,0.0,0.47161369860953967,0.5447704076771474,0
2017-02-07,0.0,0.466259612326597,0.5429370650814066,0
2017-02-08,0.0,0.3990281205701176,0.5410475048543376,0
2017-02-09,0.0,0.40053263276298684,0.540234729307047,0
2017-02-10,0.09782850694444434,0.40652231055816324,0.5417353789253969,0
2017-02-11,0.6930260416666664,0.4191334816675015,0.5425753070666272,0
2017-02-12,0.9500708333333334,0.45380223640173806,0.542245257470536,0
